AsOfDate,Comapny,Account,AU,Currency,PrimaryAccount,SecondaryAccount,GL_Balance,IHUB_Balance,BalanceDiff,MatchBreak
02/28/2025,KDOEWFUE5SX,97965541,7280,LBP,Auto Loan Account,withdrawal transaction at Kessler: Haag and Lynch using card ending with ***(...3358) for VES 906.45 in account ***30128086,38186.64,8289.34,29897.3,Break
09/14/2024,VDBFAM9F6Y1,82483288,1498,UAH,Home Loan Account,payment transaction at Bogan Group using card ending with ***(...0387) for HUF 8.62 in account ***46068934,79767.54,55061.66,24705.87999999999,Break
10/11/2024,QOQXJEUXXXX,67523729,9864,NIO,Money Market Account,invoice transaction at Lehner Inc using card ending with ***(...1054) for PLN 319.53 in account ***31280309,88291.02,7972.0,80319.02,Break
02/11/2025,GOIJSNWGXXX,66489654,5887,USD,Home Loan Account,deposit transaction at Rogahn: Wiegand and Walker using card ending with ***(...0293) for KRW 931.53 in account ***08646653,64666.54,57629.57,7036.970000000001,Break
02/10/2024,GKTMMM4G,41597801,7021,PEN,Savings Account,payment transaction at Wunsch - Muller using card ending with ***(...5997) for LAK 629.41 in account ***79141382,13356.11,96018.73,-82662.62,Break
08/13/2024,KBKCSR6W,76414577,7935,KZT,Money Market Account,withdrawal transaction at Williamson - Romaguera using card ending with ***(...4617) for NZD 624.52 in account ***85167902,89625.36,78756.35,10869.009999999997,Break
01/05/2024,BIONMMHG,4299429,138,TJS,Credit Card Account,payment transaction at Gutkowski Inc using card ending with ***(...7292) for VES 730.81 in account ***21133333,52103.21,22248.92,29854.29,Break
12/07/2023,FZTUMSJSRIM,78273813,5694,KMF,Personal Loan Account,invoice transaction at Schowalter: Macejkovic and Zemlak using card ending with ***(...2407) for CHF 214.37 in account ***27125077,62176.11,21232.73,40943.380000000005,Break
12/23/2023,JFKCSRM1XXX,61628098,8718,TMT,Personal Loan Account,payment transaction at Stark and Sons using card ending with ***(...0463) for UYU 226.79 in account ***39128204,23901.53,33928.51,-10026.980000000003,Break
10/18/2023,ISBFAQYW,88481281,3241,LBP,Personal Loan Account,invoice transaction at Stark LLC using card ending with ***(...8676) for KYD 888.47 in account ***57962605,28064.67,14925.75,13138.919999999998,Break
05/19/2024,WPRNCHJU,61337743,3989,BIF,Savings Account,deposit transaction at Oberbrunner - Hessel using card ending with ***(...5186) for BWP 969.80 in account ***26809587,35214.72,24617.74,10596.98,Break
03/25/2024,IYDSSGANXXX,86345949,8003,MOP,Money Market Account,withdrawal transaction at Cummerata - Fadel using card ending with ***(...1184) for MKD 360.40 in account ***62483167,78087.3,34698.99,43388.310000000005,Break
12/25/2023,MLGEGPK5,12218566,7372,AZN,Credit Card Account,deposit transaction at Gleason: Herzog and Predovic using card ending with ***(...1227) for TWD 58.87 in account ***62182509,21347.99,45357.01,-24009.02,Break
12/03/2024,QWKZLTNP,41056945,511,CAD,Auto Loan Account,invoice transaction at Lehner: Streich and Kovacek using card ending with ***(...5746) for SZL 775.00 in account ***35106107,60941.46,86896.88,-25955.42000000001,Break
09/04/2024,NNYIBDVYXXX,19523894,5824,BIF,Credit Card Account,deposit transaction at Shanahan and Sons using card ending with ***(...8557) for MXN 193.11 in account ***32481372,10993.66,17773.96,-6780.299999999999,Break
09/20/2024,GGUYSOICXXX,52706580,5646,IDR,Investment Account,payment transaction at Steuber LLC using card ending with ***(...8128) for FKP 673.35 in account ***52964696,86314.17,46668.75,39645.42,Break
01/03/2024,OGZTMPQW,70819498,8331,KMF,Investment Account,payment transaction at Schaden - Mayert using card ending with ***(...0361) for VES 477.39 in account ***02351165,63173.88,72989.96,-9816.080000000007,Break
12/26/2024,RZDICXJAXXX,9584107,5626,SHP,Home Loan Account,payment transaction at Bernhard: Balistreri and Rice using card ending with ***(...1856) for VUV 185.26 in account ***55917697,78631.1,83368.82,-4737.720000000001,Break
08/24/2024,ZQHSDMYI,18914453,2521,NAD,Home Loan Account,withdrawal transaction at Beer Inc using card ending with ***(...8939) for MWK 971.14 in account ***38159646,63353.68,75057.23,-11703.549999999996,Break
10/08/2024,TIRKID3TSQV,57984267,3168,KES,Personal Loan Account,deposit transaction at Becker: Weimann and Hane using card ending with ***(...6286) for CZK 396.11 in account ***69386353,55480.05,42945.61,12534.440000000002,Break
09/09/2024,MYAHNUEQ,46294543,2596,HTG,Credit Card Account,payment transaction at Jaskolski - Keebler using card ending with ***(...9451) for BYN 595.89 in account ***16651070,53844.0,93951.27,-40107.27,Break
08/23/2024,YIOODZDA,43632571,8114,CAD,Money Market Account,withdrawal transaction at Zieme: Towne and Sauer using card ending with ***(...8214) for FJD 90.96 in account ***92976715,15102.36,38024.36,-22922.0,Break
11/21/2023,GZEHES0D,74367570,5427,MNT,Checking Account,deposit transaction at Hagenes - Buckridge using card ending with ***(...9143) for BAM 900.63 in account ***09555435,52502.06,81997.89,-29495.83,Break
03/12/2024,QLVWNUOEXXX,72160712,5746,EUR,Checking Account,deposit transaction at Harvey: Koss and Kessler using card ending with ***(...9482) for RUB 464.38 in account ***55393895,45040.5,80051.67,-35011.17,Break
02/09/2025,KREMPTFQ,19335341,7635,PAB,Money Market Account,deposit transaction at Gutkowski Group using card ending with ***(...8741) for TWD 489.95 in account ***28670721,73686.88,46341.51,27345.370000000003,Break
04/27/2024,HGGXWSS8XXX,35876533,6215,KYD,Credit Card Account,withdrawal transaction at Leffler and Sons using card ending with ***(...7285) for MXN 310.72 in account ***71288426,39104.75,62591.61,-23486.86,Break
09/02/2024,ZZBZPKD8,56339911,6040,UAH,Money Market Account,deposit transaction at Dickens LLC using card ending with ***(...9734) for GEL 552.68 in account ***28028824,59994.73,42617.55,17377.18,Break
06/22/2024,ASAXESSDXXX,91355023,4965,BMD,Investment Account,invoice transaction at Collier: Keebler and Luettgen using card ending with ***(...4725) for SYP 253.07 in account ***45705722,78617.91,93329.27,-14711.36,Break
05/04/2024,ZMOXME28,14972984,9207,TZS,Savings Account,withdrawal transaction at Murray: Klein and Feeney using card ending with ***(...5053) for MMK 169.37 in account ***50886323,10716.93,36742.76,-26025.83,Break
12/10/2024,APMAMYXQ,167490,9267,MUR,Auto Loan Account,withdrawal transaction at Mante: Legros and Hackett using card ending with ***(...9979) for ILS 387.77 in account ***36535256,72597.42,19383.86,53213.56,Break
09/07/2024,FZIITHQUZIH,83548463,1697,IQD,Investment Account,payment transaction at Nitzsche: Dibbert and Lowe using card ending with ***(...1020) for EUR 37.80 in account ***13589196,65316.24,79573.18,-14256.939999999997,Break
02/15/2025,QCDFKNHN,5542102,2980,VND,Credit Card Account,withdrawal transaction at Kuvalis Inc using card ending with ***(...9004) for NPR 820.18 in account ***06398981,84042.37,66812.56,17229.809999999998,Break
05/07/2024,YISLSS9J,52222798,5759,IDR,Savings Account,payment transaction at Pacocha - Cassin using card ending with ***(...9335) for MUR 889.33 in account ***28088864,62760.72,57755.15,5005.57,Break
02/24/2025,AWZYVNU3,43642332,450,AWG,Credit Card Account,payment transaction at Bins - Yundt using card ending with ***(...2333) for UAH 80.88 in account ***59098811,38589.7,62880.75,-24291.050000000003,Break
01/31/2024,CJIVST3ZHLN,60048287,8370,GNF,Home Loan Account,deposit transaction at Wolf: Kris and Homenick using card ending with ***(...7764) for XAF 161.35 in account ***99422550,40357.54,20449.86,19907.68,Break
10/26/2024,TYNWME01,49219501,2774,BWP,Credit Card Account,invoice transaction at Terry: Flatley and Little using card ending with ***(...0664) for AWG 314.03 in account ***34943635,34894.89,88510.09,-53615.2,Break
09/02/2024,TEOSTDF9XXX,13242335,8163,NAD,Money Market Account,withdrawal transaction at Rutherford: Wiza and Auer using card ending with ***(...9019) for VND 394.56 in account ***50453442,29262.03,95925.69,-66663.66,Break
11/27/2023,ALBGHMJD9MD,40015402,1394,GMD,Checking Account,withdrawal transaction at Cronin - Prohaska using card ending with ***(...8879) for XOF 627.71 in account ***57719708,49554.65,86624.29,-37069.63999999999,Break
07/25/2024,XOMUTZF0XXX,24488747,7696,SGD,Checking Account,payment transaction at Waters - Lynch using card ending with ***(...9743) for MUR 896.00 in account ***25756245,57458.06,18525.72,38932.34,Break
01/26/2024,PCRIJMC5XXX,17152968,8236,BGN,Savings Account,payment transaction at Torphy - Kemmer using card ending with ***(...7381) for TND 308.72 in account ***22920039,34294.64,80262.38,-45967.740000000005,Break
02/21/2025,ICITDKJK,79028652,9838,EGP,Savings Account,invoice transaction at Williamson - Cartwright using card ending with ***(...9599) for PHP 164.41 in account ***79337550,55029.91,71322.15,-16292.23999999999,Break
07/26/2024,RXKANLHS,68036787,970,KZT,Savings Account,withdrawal transaction at Aufderhar: Daniel and Gleason using card ending with ***(...8059) for INR 179.69 in account ***72748885,18921.54,96737.28,-77815.73999999999,Break
01/08/2025,VTVUSBP78BU,89472050,1367,ETB,Auto Loan Account,withdrawal transaction at Mosciski: Green and Kiehn using card ending with ***(...5068) for PLN 551.64 in account ***91959334,42593.13,76805.83,-34212.700000000004,Break
01/30/2025,JKKJAGBRXXX,80630667,6317,ALL,Investment Account,payment transaction at Howe LLC using card ending with ***(...4022) for SLE 647.15 in account ***09752422,43595.54,77780.55,-34185.01,Break
12/31/2024,AHQSDZO6,20351178,4409,PGK,Checking Account,payment transaction at Bailey: Runte and Deckow using card ending with ***(...4818) for LYD 405.82 in account ***71155523,65925.45,73956.13,-8030.680000000008,Break
08/15/2024,VDOWAW9M,94563356,3700,EUR,Savings Account,invoice transaction at Padberg - Larson using card ending with ***(...3305) for KYD 441.54 in account ***82652061,43679.25,86832.56,-43153.31,Break
04/05/2024,SHLRMSUQ,96767207,4567,TND,Money Market Account,withdrawal transaction at Glover LLC using card ending with ***(...5283) for PLN 89.44 in account ***24076574,72753.46,26656.23,46097.23000000001,Break
01/27/2024,KUOFTWLZ111,93057572,5996,MGA,Auto Loan Account,deposit transaction at Mann: Corwin and Luettgen using card ending with ***(...2779) for SDG 696.76 in account ***21045759,84191.81,14494.41,69697.4,Break
01/01/2025,FJBLESAGXXX,54947557,6428,NZD,Money Market Account,withdrawal transaction at Keebler - Weber using card ending with ***(...8670) for GBP 330.28 in account ***43688471,39766.45,11889.24,27877.21,Break
02/04/2024,TGWJSYIW,5846583,455,MRU,Credit Card Account,deposit transaction at Torphy - Stracke using card ending with ***(...3941) for BSD 966.49 in account ***09999821,58890.52,92733.47,-33842.950000000004,Break
02/20/2024,DHVPAQO6,57810567,6088,TJS,Savings Account,deposit transaction at Stracke - Sawayn using card ending with ***(...9701) for AUD 948.47 in account ***80414734,74272.36,14063.9,60208.46,Break
10/29/2023,BRUIME1W,31411113,4033,EUR,Credit Card Account,withdrawal transaction at Cremin Inc using card ending with ***(...1219) for PLN 310.24 in account ***89824879,85561.89,59600.98,25960.91,Break
07/22/2024,AHNSUZHZ,3172268,1297,EUR,Personal Loan Account,invoice transaction at Welch - Metz using card ending with ***(...0745) for MKD 776.13 in account ***86534551,81444.57,55342.92,26101.65000000001,Break
08/29/2024,SEEBIONL,89332163,6685,BRL,Investment Account,withdrawal transaction at Bruen: Miller and Anderson using card ending with ***(...6224) for RSD 250.65 in account ***93677584,27452.19,35654.14,-8201.95,Break
07/28/2024,PQIKGAS2XN3,50682980,2981,USD,Checking Account,deposit transaction at McCullough Group using card ending with ***(...0000) for NOK 161.18 in account ***17720463,62874.91,11468.62,51406.29,Break
10/04/2024,FVJOSXU6Q43,87280559,8337,BYN,Home Loan Account,deposit transaction at Turcotte - Gulgowski using card ending with ***(...9745) for RSD 679.74 in account ***77330298,29672.25,15960.31,13711.94,Break
11/05/2024,GFKOZA3UGHB,11055046,7926,STN,Checking Account,invoice transaction at Ratke and Sons using card ending with ***(...9347) for SAR 786.94 in account ***25506098,11609.35,14746.19,-3136.84,Break
03/22/2024,JJMUZASO,29417390,4839,PGK,Auto Loan Account,invoice transaction at Wunsch: Harber and Nitzsche using card ending with ***(...0434) for INR 190.12 in account ***62357348,46048.12,26837.25,19210.870000000003,Break
05/03/2024,XFEGETJP,98881695,9941,BHD,Checking Account,deposit transaction at Kozey: Krajcik and Morissette using card ending with ***(...7103) for MKD 994.73 in account ***23131648,69796.23,17927.61,51868.62,Break
12/23/2024,NZJRLR4K,93925539,6462,KGS,Money Market Account,withdrawal transaction at Purdy - Lakin using card ending with ***(...8130) for BGN 849.32 in account ***86201045,33599.02,70440.0,-36840.98,Break
02/28/2024,HWTOSDLYXXX,32889759,1503,SCR,Money Market Account,withdrawal transaction at Gleichner: Schmeler and Crona using card ending with ***(...5058) for LSL 307.73 in account ***17203177,83653.44,51105.49,32547.950000000004,Break
05/23/2024,ALOSSTMBUM2,58639995,6244,BHD,Money Market Account,payment transaction at Mante and Sons using card ending with ***(...3974) for TTD 822.13 in account ***05675367,28242.58,65422.09,-37179.51,Break
01/20/2025,NTYEGSVW,62951947,6303,MWK,Auto Loan Account,payment transaction at Beier - Bosco using card ending with ***(...8344) for KHR 560.10 in account ***00904323,53676.7,85174.24,-31497.540000000008,Break
03/24/2024,RRHPHM2ZXXX,1222640,6594,DJF,Money Market Account,payment transaction at Tillman: Torphy and Jakubowski using card ending with ***(...0555) for IQD 557.12 in account ***22122788,66277.2,75063.53,-8786.330000000002,Break
06/29/2024,ITOVBL78XXX,37876925,2572,USD,Home Loan Account,deposit transaction at Buckridge: Romaguera and Corkery using card ending with ***(...5898) for YER 820.97 in account ***22149070,66343.64,31901.7,34441.94,Break
10/19/2023,AEUTMCTCXXX,78956623,3943,MWK,Personal Loan Account,withdrawal transaction at Brakus and Sons using card ending with ***(...4615) for AMD 677.91 in account ***44380851,78809.37,24691.47,54117.9,Break
01/30/2025,XPXJJO1D,57563216,6405,BWP,Personal Loan Account,deposit transaction at Senger - Marks using card ending with ***(...1721) for EUR 932.56 in account ***29383563,36462.71,33054.91,3407.799999999996,Break
02/15/2024,DGMLVUS9XXX,50583956,168,TOP,Auto Loan Account,payment transaction at Upton: Gottlieb and Bins using card ending with ***(...6542) for RSD 562.80 in account ***59076033,68834.98,32484.97,36350.01,Break
08/10/2024,NEQAIMS4,88478963,898,USD,Checking Account,payment transaction at Schultz: Schaden and Crooks using card ending with ***(...3742) for BRL 493.36 in account ***26658071,14136.35,8401.1,5735.25,Break
01/23/2025,AHBKYEDC,92413731,2881,TZS,Auto Loan Account,withdrawal transaction at Steuber - Adams using card ending with ***(...1476) for NGN 341.54 in account ***27816395,78818.99,63829.62,14989.370000000004,Break
11/19/2024,EOPKNZF04QU,11144857,5418,NIO,Investment Account,payment transaction at Streich Group using card ending with ***(...2110) for TND 512.87 in account ***88910718,26715.77,15797.16,10918.61,Break
09/12/2024,CLUMGYYHXXX,70623877,2698,EGP,Home Loan Account,deposit transaction at Stanton: Bahringer and Funk using card ending with ***(...6638) for KMF 357.49 in account ***57955976,16463.34,39807.02,-23343.68,Break
03/13/2024,HOUNFJ69,67871975,6028,GNF,Credit Card Account,payment transaction at Beier LLC using card ending with ***(...9123) for NGN 92.38 in account ***82908707,32714.06,35527.39,-2813.329999999998,Break
11/27/2024,CMJRBQ04,73109990,4668,XOF,Personal Loan Account,payment transaction at Schaefer: Abernathy and Kuhlman using card ending with ***(...5693) for LYD 773.74 in account ***39440385,71022.86,13447.04,57575.82,Break
03/25/2024,FSYDTTINXXX,6978531,3380,KZT,Investment Account,deposit transaction at Rath and Sons using card ending with ***(...9889) for CUP 700.76 in account ***91467302,25453.77,61899.85,-36446.08,Break
